overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2.0,False,"11 11, 2014",A26RA4XI6XWKAA,B00KSQHX1K,E. Jensen,"Great game, will change rating once they fix the damn matchmaking issues. I can't even find a game to play","Great game, will change rating once they fix the ...",1415664000,11,,
2.0,True,"07 28, 2013",A1PFRCYCXHGP7J,B006GHA8EE,Komrad,"After watching Angry Joe's review of this game, and spurred on by the fact that I didn't have any games for my Xbox 360, I took the plunge and purchased this title in May 2012.

Background: I was new to the Xbox and to consoles in general, having always been a PC gamer before 2012.

Pros:
The idea was interesting, especially since I had played warrior mages in MMPORGs and role playing(pen and  paper) games before.

I found the breadth and depth of the story fascinating, and the cutscene videos were entertaining.

The number and variety of side missions give you plenty to do in addition to the main story.

Cons:
Controls are not for the faint of heart. You'll find yourself browsing menu wheels, potions trees, skill trees, spell trees more often than you'd like.

Fighting goes like this. Save game. Check out your enemy. Leave. Make a plan of attack.  Create and drink the appropriate potions. Create and apply the appropriate oils to the appropriate sword. Select the appropriate spell as your default, and memorize the 2nd and 3rd spell's location on the spell wheel. Save again(for good measure), attack.  Why 2 saves? the 1st save is if you didn't get the spells, oils, potions, weapon etc right the first time. After you fail to kill the enemy 5 or 6 times, you might want to change your plan. The second save is if you want to try again with the same setup.  <- If this is your idea of fun , then this game is for you.

Lopsided difficulty - side quests and even battles have a very uneven difficulty level. I did an arm-wrestling quest and beat all of my opponents easily before challenging the current champion. Even if he was 2-3 times as good as the 2nd place opponent, I could take him.  I didn't stand a chance. After 20-30 tries, I gave up.  Battles are similar, you'll be breezing through your opponents and then hit an unbreakable wall the defies your unstoppable force. Impass.

Graphics are so-so, late 90's early 2000's level.

Spell Names - The are written in a foreign tongue. I cannot look at the spell and know what it does. The shield spell ""Quen"" should be named, oh, I don't know, ""shield?"" The fireball spell could be called..um...""Fireball?"" Orb of fire? Flaming ball? Any of these would better than ""Igni"".

Summary
There is a lot to like here. Variety of missions and opponents. Deep lore. Fun things to do like beat up peasants and rob them. But the non-intuitive controls , the overly complicated menus, obtuse combat system, and lack of consistency in difficulty led me to put this game on Craigslist. I feel sorry for whomever buys it.

As a side note, I think that this game would be a lot more enjoyable on PC, as long as they replace the menu wheels with hotkeys.","Good idea, bad execution(xbox)",1374969600,3,{'Format:': ' Video Game'},
2.0,False,"05 28, 2003",A2L8S4KG702SFT,B00006JC48,Amazon Customer,"Here are the pros and cons of the game; I'll discuss each after the list
Pros
Above Average Graphics
Many different Weapons
Large Game play
Cons
Linear game play
Save feature is also BS
Unrealistic game play at times
Difficulty settings are BS

Pros
From the start, this game looked good.  The first mission is awesome; you hit the beach and have to fight though the chaos of the situation.  The next pro is the number of weapons was great.  You get to use several different weapons for each war situation.  The sniper rifle is a personal fav.  The last pro deals with the size of the game.  From what I have read; there are 19 missions, so this is not a game that you can finish in an afternoon.
Cons
The first con is that this game is that it does not allow for you to do anything other then the list of chore list from your mission list.  So it becomes like a list of chores.  The game even has a list of chores that get checked off as you complete them.
Next, there is no in level save feature.  So in the longer missions you have to be careful not to die at the end of the level, or else you have to do the whole level over again. SO you can spend hours doing the same thing over and over and over again.  I understand that this is suppose to make the game more challenging, but if I have to do a level over 10 times, I will not think, ""Boy that was challenging and fun.""  I'm more likely to think, ""Boy, this game ... .""  The X-Box has a 10 gig HD, why do developers not create in level saves?  It is not like we will run out of HD space!!!
Unrealistic game play takes away from the game.  You can have the shot gun and sneak up on a Nazi.  You then shoot him in the back of the head.  And guess what!!!  He gets up and starts shooting at you!!!!  I understand that one shoot-one kill would not work in a video game, but what the hell!!  A shot gun blast in the back of the head does not kill a Nazi, UNREALISTIC!!!!!!
Ok, my last complainant, The difficulty level in the game is total BS.  I was playing and came upon a mission entitled, ""Arnhem Knights"".  After 5 times of dieing in the middles of this level, I switched the difficulty to easy.  But guess what, I died another 5 times.  Let me give a bit of background to this mission.  You have to fight Nazi's through the streets.  You travel along with a platoon of British soldiers.  First, one would think that having computer led friends shooting at the Nazi's would be helpful, but you would be wrong.  The Brits more or less get in your way and never seem to do anything but die.  So this leaves you to kill the over 150 Nazi's plus the two tanks that are on this level.  I hate to complain, but I do not know of many foot soldiers in World War II that killed over 150 Nazi's in one street battle and also took out two tanks in the process.
All in all, I give it two out of five.  So rent if there is nothing else at the store to rent and you need a video game fix.  Shame on you EA for releasing this game",Suffers from the same troubles as many X-Box Titles,1054080000,,,
2.0,False,"03 22, 2014",AMI8149RXQ0M5,B001AZFSEW,Zencik,"I've played a couple of the Need for Speed games and this one by far is my least favorite. The graphics are decent, but the gameplay and races are lacking compared to Hot Pursuit or The Run which I also have played. They just don't have the energy you'd expect and I got bored very quickly. I ended up selling the game after owning it for a few weeks. I'd recommend just picking up Hot Pursuit or Most Wanted if you want to check the series out. Skip Undercover.",I'd Skip This One,1395446400,,{'Format:': ' Video Game'},
2.0,True,"01 7, 2014",AF4KWSUBXGIHS,B005HN5LKY,Mary Lewis,my son was excited to get in the mail and when i got it the box was damaged and it didn't even turn the xbox on the light never went to green it stayed on orange.,just got excited for a new battery,1389052800,,,
2.0,True,"10 30, 2013",A2V1YSQZELT9H6,B00DNGQQW4,sean briggs,"they mad the ui look retarded especially when playing the game, the controls were horrible and made the game hard to play. every game they come out with after armored core 4 just got worse and worse",bad,1383091200,3,{'Format:': ' Video Game'},
2.0,True,"11 17, 2016",A2V495UEELNNRX,B00ZUNOX9G,AxisHaX,"As a die hard fan of the Nintendo Gamecube and the Super Smash Bros. series, I was curious about looking for a Gamecube controller alternative when i got the latest installment of Smash Bros. On the Wii U. This product originally caught my interest due to it having 4 shoulder buttons instead of the original 3 on the Gamecube controller while still retaining identical aesthetics of it as well. It was also far cheaper so i bought it. Once i recieved the package and played for a few minutes, it became obvious as to why this was much cheaper than a Gamecube controller. Although it looked incredibly similar to a Gamecube controller, that was where the similarities ended. The weight of the controller is very light, as this is due to the fact it doesnt have a rumble device in it. The control sticks, buttons, and shoulder triggers all feel clucky and cheap. It was difficult to make prescise button presses at high speeds. The buttons also made loud clicking noises that were louder than your typical controller. You also need to press down on the buttons harder than other controllers for them to actually retract and register. The shoulder buttons are sometimes inconsistent at detecting input, not because they aren't detected, but because you need to press hard on them at a specific angle. Overall, I didn't enjoy this product as much as I thought i would. If you can, you're better off with the original Gamecube controller, or a Smash Bros. variant.",Pales in comparison to the Gamecube controller.,1479340800,3,{'Edition:': ' Link'},
2.0,True,"12 7, 2017",A1UVHX1YOTDFGJ,B00FPQFXGK,D. Neal,Brain dead by the numbers Ubisoft open world experience.  Far Cry in the City with romanticized computer geek concepts.,Two Stars,1512604800,,"{'Edition:': ' Deluxe', 'Platform:': ' PC Download'}",
2.0,False,"01 24, 2002",A1N2D7LLBAY25B,B000059L4L,Black Cat de La Bear,"This ""game"" is simply a point at the monster and click and click until he is dead.  I custom created the characters but played the actual game for all but 30 minutes and yawned and went to bed.  Bor ing.  The voices were stupid and not funny at a all.  I personally think they should have been left out!  They completely ruined the game for me.  Dwarves don't sound like teenagers, and that's what the voices were, just like Might and Magic VI+.  Get some serious actors in there or don't even bother putting voices in at all!
As for the interface, it was tedious and could only be controlled with the mouse, no hotkeys.  You click on an envelope and out comes a smiling face saying ""let's get dangerous"" or ""I'm yer worst nightmare.."" something equally stupid. You then deside wheather you want to attack with sword, gun or magic then click on the monster.  What a teenage concept, I think I'll stick with the classic games.  Dark Savant, Bane, ect.","OK I guess, but leave out the silly voices",1011830400,4,,
2.0,False,"12 21, 2013",A1P6HW6SX785GW,B00EN1IF7C,Someone Smart,"The graphics are sub-par with little to no detail into the surroundings.  The Tracks are non-existant with overpriced cars that can only be driven in quick races if you own them.  No auction and DLC hurt as well.  I was hoping this would be the best looking Xbox One game and it does not deliver.  If you buy this game be sure to only race in cockpit view without looking at the surroundings to closely.  Cardboard crowds and 4 sided tree cutouts that are blurry even when parked. Trading it back in, they got me.",Overhyped and Overrated,1387584000,2,,
2.0,True,"05 7, 2012",A3TKTXNB3CHEQ,B006IUVDOS,Tony,"The problem begins and starts with the fact that this game is not WoW or FFXI clone. This is an entirely new game. The entire wheel has changed, they used a formula that has not been done before. Alot of us FFXI die hard nerds all we've really wanted was FFXI updated with better graphics but instead we get XIV. I suppose in ways we got what we wanted only problem is that it's not FFXI nor does it play like it or feels anything like it. It's obvious that I'm writting this in the year 2012, I still play FFXI and FFXIV how I balance that is irrelevant point is the game is shaping up to be something much better. Once FFXI dies if that ever happens I'm sure alot of us will focus on XIV rather then playing casually.

You need a computer with recommended spec, not which who hit min spec. I at first was running it with mid end pc but really that's not enough. There really is not much to say what others said is true, game was bad now it's better not great or amazing it's getting there slowly.

Square Enix did what sony did in some ways, with how the play statation 3 priced high yet expected alot of sells. ps3 was priced at 700 + tax and if you wanted a game or controller you're looking at easy 900 dollars close to 1,000.
Square enix released this game way to early, it was not finished, that's been confirmed even by CEO not entirely put in words but you can fill in the blanks with the e-mail many recieved.

The only thing I hate is that this game will never live up to its potential the hype it has and how quickly without Square Enix even saying much about the game had already big pre-orders. Now apperently Square Enix is making sure ps3 launch becomes successful which is one of the reasons ps3 won't get a copy until 2013 and that's an if.

This goes to show you graphics, expensive, and new doesn't always mean better.",It's Fanal Fantasy XIV not FFXI.,1336348800,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
2.0,False,"08 12, 2016",A2NOJVQUPKPTEI,B01CINIAKS,R. Pickman,"Like many, I was excited for No Man's Sky. Allow me to provide you with my frame of reference in anticipation of the title. I love the Fallout titles. While you CAN complete the Fallout games in about 10 hours or so, I generally put 150+ hours into them. This is because I love traversing the wasteland, seeing a structure in the distance and heading towards it. Not because the game tells me to, but because of the excitement of what I will find inside. I'll spend hours and hours just wandering for no other reason to check out what's over that hill or to rifle through old papers in an abandoned factory. When No Man's Sky was touted as an exploration game, this is what I expected, only in space and much MUCH larger.

This was delivered on zero levels... I cringe when the term ""procedurally generated"" is used in the description of any game. Why? Because that means instead of taking the time to hand-craft a world with life and purpose and intrigue, you've decided to craft thousands of lines of code and let the cold/lifeless/emotionless/unimaginative machine figure out the rest. This is ever present in No Man's Sky. It's a game where you see an odd game mechanic and instantly realize the only reason it exists is so no developer had to actually DO something. It's a Choose Your Own Adventure book with no plot or consequence. It's a game about nothing in a universe where nothing happens. If you're still on the fence, continue reading. If you're preparing to flame me in the comments, I'm glad that you like the game specifically, but I couldn't care less about your counter-arguments.

So, the game about exploration. The spirit of exploration, the very crux of the practice itself, is finding something new and unique. You'll be hard pressed to satisfy this criteria even 3 hours into the game. Buildings all look the same and no matter their size you will only be allowed in one room usually with one alien until you can craft keys. Interacting with the items in the room and/or the alien will get you blueprints (which take up no space on there own, but when crafted are mostly useless upgrades and do little more than take up precious inventory space), units - aka money - (which have limited purpose in the grand scheme of the game) or sometimes random items that you can trade for units or blueprints. Flora and fauna all look surprisingly similar even across planets. They do however change the names so it may SEEM like you're discovering more. In the end though, a cylindrical rock formation made of iron is a cylindrical rock formation made of iron no matter the name and you'll find them everywhere. This is especially frustrating as you try to catalog your findings and find that, even though you know you've cataloged a creature, this one is actually somehow different so you just need to scan everything you come across. While some planets are truly a sight to behold, most are desolate wastelands with varying atmospheric conditions, taxing your suit and your resources, with seemingly little more differentiation than a color pallet swap. Exploration proves fruitless very early on and doesn't get any better. Enter a planet's atmosphere, do a fly over the terrain, is it pretty? (yes, land, check it out), is it an ugly/craggy wasteland? (yes, leave and head to the next planet), repeat.

Another fun fact: the game about exploration has no map. That's right, when you're on a planet, there is no map to speak of. Not even a Diablo-esque black screen that updates as you wander. ""Have I been here before?"" You'll wonder. ""WHO KNOWS!"" the game will undoubtedly reply. A revelation that makes it clear that even the developers knew nothing would be worth visiting twice.

The animals mostly act skittish and just run around in the distance. You'll likely stop noticing them. The aggressive carnivores are few and far between and are easily dispatched in unsatisfying fashion as they just charge you - dealing damage if they come into contact. No grappling jaws, knock downs or interesting abilities. They could be untextured spheres or cubes and achieve the same lifeless effect.

That's the problem with the universe that is No Man's Sky. For something so abundant with worlds and species, there is no life to be found. I mentioned the aliens. Most of the structures you will enter have a single alien inside holding a clipboard. You will approach the alien and  instead of a scenario playing out before you  a text box appears detailing what is supposed to be happening. What is this, a MUD? The Alien stands there blinking at you while you read (and I guess imagine) what is supposed to be going on. You make a selection from a list of choices and a text box appears telling you what the outcome was. Regardless of the outcome you may then still interact with the alien as if nothing happened.

Example: I approached an alien. A text box appeared stating that, as I entered, I witnessed a room full of open vaults and this alien transferred items into his inventory. Keep in mind that while Im reading this, we stand in an empty room, no vaults, and the alien just stares at me blinking occasionally. Im presented with three choices; tell the alien to give YOU everything, tell the alien to share, report the alien to the authorities. I elected to report the alien to authorities. The text box updated that I had reported the alien and that he was being punished accordingly. I confirmed and was rewarded with reputation gains from that race. Yet nothing changed. The same alien still stood there in the same empty room. I approached him to speak with him again. He greeted me happily and was glad to accommodate my request of teaching me a new word. The choice I made resulted in NOTHING. He wasn't mad at me, no one came and took him away, even what I was supposed to be witnessing never actually occurred. But its fine because its all in the spirit of procedural generation of assets.

This is the gameplay of No Mans Sky. Approach something, read text, make a choice, collect a reward or take damage. All the while, nothing actually happens on screen.

In addition to exploration, its also a game about resource management and survival. When you are outside your ship, your life support system will experience constant drain. If there are conditions in the atmosphere (toxicity, radiation, extreme temperature), your environmental apparatus will drain (same thing for all conditions apparently). You will need to replenish these items by using various materials you find. However, the materials require are plentiful and generally youll just stroll over to the crystal clusters youve been passing every 10 feet, blast it with your mining tool and you're good. It feigns survival through tedium. Your ships resources require fuel also, but most is readily available and requires minimal effort. It is inconsistent at best and nonsensical at worst.

For instance, you require fuel to take off from the ground. UNLESS you're on a landing pad or next to a landing beacon. Then you inexplicably can take off for free. Theres no animations showing any hidden mechanisms that allow this feat, it just happens. The fuel to take off is plentiful, but you can only leave terra firma 4 times per full tank, which equates to mild annoyance more than survival. You do not require fuel to stay aloft or speed through the atmosphere, however. Gravity operates under the laws of developer convenience in No Mans Sky as further evident in the next paragraph. No Mans Sky is a game about resource management Sometimes When we thought of it

Consider this; I see the HAVOK physics logo prominently displayed in the opening. Im wandering across the first planet I find myself on. I see a large monolith of gold. I use my mining tool and am pleased to see that I can harvest the precious ore using the default tool. Feeling curious, I cut a swath clean through the base, expecting lumberjackian results. Much to my dismay, the upper 90% of the obelisk stays aloft  exactly where it was. So, tons of gold stay aloft inexplicably, but it takes a quarter tank of straight Plutonium to get my little spacecraft off the ground. Sure, why not?

Atmospheric conditions are strange also. For instance, the planet has a toxic atmosphere and its raining. I walk onto a platform for ship parking. There is a roof, but no walls. My sensors tell me that the air is no longer toxic and the rain continues through the roof as if it isn't there No Mans Sky is Science Fiction; easy on the science.

Overall, the game is a battery-powered battery charger thats only good for charging its own batteries. You fly to a planet to collect resources so you can fly to a planet to collect resources so you can And so on. The structures and people offer no narrative of any substance to reward the intrepid wanderer. You will find yourself frequenting structures less and less because you already know that there is nothing in the way of knowledge or material that makes it a worthwhile endeavor. Im hoping that the developers will do a major overhaul, because the concept and foundation exist (albeit buried deep under banality).

*** The Limited Edition ***
Is a waste of money. The packaging is pretty, the digital content is outdated almost as quickly as it is acquired, the art book is tiny and lacking, the comic is hardly such. The comic is more of a small pamphlet, half of which is a pointless story about space pirates and the other half is a text short story with a few illustrations.",The Game About Nothing in a Universe Where Nothing Happens,1470960000,8,,
2.0,False,"12 7, 2011",A2M2HSP4AK22B0,B005WWZUQ0,Hiroku-hiroku,"What's all the fuss. Bought a new i7 machine with a Nvidia gtx 550Ti to run this game. The Game's totally average at best. Graphics average. Game play, you are confined to a narrow corridor where you shoot it out. Looks more like it was made to address the limitations of a console than for a +$1000 gaming rig. I feel ripped off. Maybe this winter on some dark cold day I will meld with this game but in the first week of play, I don't see it. Small maps, and restrictive game play. No Thanks.",What's all the fuss? Cannot compare to Crysis not even close.,1323216000,2,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
2.0,False,"01 24, 2009",AKFK9B6UKA3HT,B000X9FV5M,Latro,"I can only support what has been said more eloquently by others. In a word, Maladorouos. The game came free with a video card so I won't complain about the cost even though one should be paid to play it. I have not played it online; this is for the single player version.
Although the graphic presentaton is very very good there is no variety and it becomes boring. Except in the no shooting zones, everyone tries to kill you for no reason. Every mission is a bloodbath. The missions are basically the same thing; go kill this guy. The same enemies pop up again and again even 15 seconds after wiping out a strong point. If you travel  50 yards they are back. There does not seem to be much of a story either. After a while the tedium wears you down and you stop playing. There is no relatlionship between this game and the original Far Cry. Ubisoft just screwed it up. Play either ""Stalker"" game instead.

Pros: Very good graphic presentation
  Installation was easy

Cons: The graphic presentation gets boring. There is so little of
  interest or surprise.
  The missions are repetative.
  Everyone is hostile.
  The local wildlife is always running in front of your vehicle to be
  killed. What is this for?
  Secure rom.
  Don't think I can finish it.
Please, don't spend much money on it.",Bore me to cry,1232755200,2,{'Format:': ' Video Game'},
2.0,False,"11 5, 2011",A1D3Z8V0Y1WYVF,B003S2SQFS,David Murdock,"I want to like this game. When it works, you get good workouts.

But the getting it to work is the tough part. Here are the problems I've had with it:
- Corrupted my wife's profile after 3 months of working out
- Skips the middle of workouts sometimes for no reason
- Sometimes exits a workout for no reason
- Hand controls are at very tricky to get right
- Once you are signed in as one profile, sometimes impossible to switch.

Perhaps the biggest, stupidest part. You can't play the biggest loser against someone in your own family! My wife and I can't compete against each other to see who is the biggest loser, shouldn't that be like a core part of the game?!?",Good workouts if the game actually works,1320451200,3,,
2.0,False,"12 25, 2012",A2H0M6QFR26HVA,B0050SYV70,Arg,"I will preface this by saying that I am one of the few that seems to have given Far Cry 2 enough of a chance to figure out why that game was great. It is probably one of my favorite games ever made for the way it didn't lead the player by the hand, let you play your own way, rewarded players for slow, careful approaches, and introduced unique dynamic story components that allowed players to make their own experience by presenting them with a series of dynamic mechanics (the buddies) instead of a series of set-pieces, QTE's and cut scenes. Suffice to say, I don't consider Far Cry 3 a bad game, but rather a bad sequel to an ambitious, but flawed title that has really been overlooked in the years since its release. It certainly fixes some of the problems of the previous game, but generally does so by entirely removing entire mechanics instead of making them more accessible (the worst example being the base take overs). I will be focusing on the flaws of the game here, because no one else bothers to. Its strengths have been covered generously and perhaps excessively at this point.

On a fundamental level, Far Cry 3 is an attempt by Ubisoft to remove every single element of the previous game that wouldn't appeal to the widest possible audience and replace it with mechanics lifted blatantly from other games and, quite often, executed worse. The most immediately obvious example being the towers that you have to climb (complete with the terrible, scripted pseudo-platforming that seems to be required in all AAA action games now) to reveal sections of the map. Only, instead of setting it on fire, you rip open a breaker, and instead of jumping into a bail of hay, you use a zip-line. Not only is it a shallow and repetitive way to add ""content"" to the game, but Assassin's Creed did it better already. And that is just one example of many that prevent this game from being deserving of any Game of the Year awards. It is a prettied up Frankenstein monster of game mechanics that contribute nothing to the cohesiveness and immersiveness of the world (2 things that FC2 focused on that were entirely abandoned here), thrown together for the sake of commercial appeal. And, judging by the widespread, excessive praise for this title, it has clearly worked. If anything has been proven this generation, it's that GTA3 style sandboxes full of pointless diversions, repetitive side missions, and collectibles is the quickest way to everyone cover up a game's flaws in favor of the fact that you can wander around between linear missions. Instead of creating a living, breathing world with interesting inhabitants and engrossing detail, it presents a very large map populated with color-coded mannequins that either crazy sods on your side or crazy sods that arbitrarily hate you the entire game, and stuffed to bursting with piles of inane diversions with no attention to a cohesive setting. Instead of showing how sandbox games can be different, it demonstrates exactly why they need to be.

The game clearly tries to appeal to the very large audience of the Elder Scrolls games, but with very little regard to sense, balance, immersion, or pacing. The hunting system, that is so frequently lauded, essentially boils down to a fetch quest involving going to the location on your map that is marked with the right kind of animal among the ludicrous variety of animals that would not actually live in this environment, getting a certain number of ""skins"" so that you can make an arbitrary item that makes playing the game a bit less of a pain in the ass. Want to carry more than 2 grand at a time? Worry not, spoiled rich kid with no access to anything like a bank account, you must simply get 4 skins of an animal that is not a pig because that's how getting a bigger wallet works! It's a contrived, gimmicky excuse to pat the player on the head for doing something worthless. Then there's the skill system, which is effectively just a list of ""special moves"" that they took away from the player to justify this progression and some health upgrades. In the context of the (poor) narrative, it would seem to be a justified by the progression of Jason (who is a self-centered douche) from a spoiled wussy rich prick into the ultimate personification of Rambo by the end (because power trips are cool). Unfortunately, they refused to use any of their mechanics to meaningfully reinforced this growth, because the average player doesn't like to feel weak. The only thing really holding you back at the beginning of the game is your health, not Jason's lack of skill. He has impeccable aim and seems to have absolutely no problem casually jamming a machete into a pirate's neck after the initial opening sequence. In the very first relatively unscripted encounter in the game, I was more than capable of taking out the base with the skill and efficiency of an experienced, trained killer. Jason is an expert with all guns, blades, and bows as soon as he picks then up. Is the fact that they won't let me take down enemies from above supposed to make me feel somehow weak? No. It just feels like a contrived excuse to give me that option later. And this is compounded by the fact that the previously mentioned hunting system is in no way grounded in your fight for survival. There is no vital need to be filled by poaching these animals. It is simply a matter of convenience. Specifically, the developers inconvenienced you at the beginning and you have to kill some goats to fix that problem (i.e. carrying more than one weapon). Another example of the developer taking away things the player SHOULD have so they can turn them into a progression system later. Which is, in my opinion, the worst kind of ""RPG-lite"" implementation.

And then there's the story. If the interviews with the writer are any indication, it is a poor, cliche-ridden story being justified post release as a satire of those game stories, or it's just a intentional, but still poor satire of those stories. Either way, it is not very well done. The game presents you as a spoiled, rich, white kid stranded on an island with some family and friends. Most of your friends are forgettable stereotypes that fail to develop in any significant way (and then there's the overt implications of rape that they handle incredibly poorly for one of your male friends). While I agree that this story had a lot of potential at the beginning, I think my opinion of when it went downhill may differ from many. It started getting worse after the first missions. Here's why. As I said, at the beginning of the game the developers seem to be setting the player up for an interesting, desperate, and potentially brutal fight for survival. A city kid thrown in the jungle and forced to learn how to survive or die. They seemed to want the player to reflect on the wanton violence and destruction they cause throughout the game, if characters and even Jason's sole redeeming dialogue in one of the endings is any indication, but they never present it as such. In a game like Spec Ops: The Line, combat is presented as necessary, but still evil. In this game, blowing up a couple dozen cars with a grenade launcher from the back of a jeep is described in-game as ""awesome."" Don't mistake me, I have nothing in particular against violence in games, but if you're going to try to make a thoughtful critique, you can't just throw it in a couple of times throughout a standard, mindless, action game. Every single thing they present in this game as something unique and in-depth is only really implied to be, when the execution is almost invariably shallow, standard, ""gamey"" s***. They make a point of patting the player on the head for every minor accomplishment and then at the end, they expect you to feel bad for enjoying it. And this happens in the story, the mechanics, and the level design. On the plus side, the VA for Vaas, however poorly implemented the character may have been in the overall story arc, was excellent and certainly a highlight in the course of the game.

Finally, there is the overworld map: a hyperactive mess, stuffed to the brim with loot chests that add literally nothing of worth to the game except to create middle point between the player and spendable currency, a few boring and repetitive side activities that cover the map in nearly endless repetition, some relics to collect for no apparent reason, and the most stripped down, pitiful ""quests"" I have ever seen. It comes off as an attempt to meld the overused formula from Rockstar that was innovative over ten years ago, with a much, much less interesting version of Bethesda's formula (complete with some of the saddest dungeon design I have ever seen). Like most open world games, it makes a point of emphasizing all that you can do, but aside from the base capturing, which empties the map of enemies because they ran in the opposite direction of each and every complaint ever leveled at the previous title, it's mostly filler put in place so that players don't get bored during their 30 second drive from the excessive number of fast travel points to their objective. Unlike a game like Deus Ex (1 and 3), the content they packed into this world has no context and contributes nothing to the interest of the world itself, but serves simply to fill this big sandbox with cheap toys. It retains many of the dynamic elements of the previous game's combat encounters, but provides only 1 (well, 34) place(s) where the player can actually utilize it, as the story missions are linear to the point that you can get mission failure for something as simple as diving into the water instead of going through their poor excuse for a stealth level. And, as we all know, the key to stealth is magical distraction rocks! The only real variety that is added in the course of the game are your usual ""heavies"" that do too much damage and make no sense. A 50 caliber round is the only thing that can get through that mask? No, that would remove their head and a good piece of their upper body with it, but I suppose that makes sense given the brick wall that is the edge of weapon range in this game. These elements are decent fun for a while, but get tired and repetitive far before the game reaches its conclusion.

Far Cry 3 is by no means a bad game as it stands, but it accomplishes so much less than it could have or has gotten credit for. It is graphically appealing (though, I didn't bother to get it on PC), the controls are generally responsive, the level design is generally pretty good, the weapons generally felt good and effective, enemies were not bullet sponges, and they paid some good attention to make traversal in vehicles and on foot pretty enjoyable. I mostly enjoyed playing through this game once, but it is not a unique experience, aside from the dynamic wildlife that seems to have been arbitrarily selected from several entirely different places in the world. It is not generation defining. It did not do anything new. It is a game that provides simple, stupid fun on a surface level and entirely falls short of its potential for thought-provoking dynamic experience that doesn't pander to the player on a near constant basis. When games like Dishonored and XCOM have presented hardcore, intelligent game design that remains accessible to wide audiences as well, it's hard for me to hold this game up as anything more than a decently fun, derivative sandbox title and a disappointing sequel to Far Cry 2. This is a prime example of why the medium needs to evolve past its open world roots in Rockstar.","Another big, dumb sandbox game lauded for stale design.",1356393600,20,{'Format:': ' Video Game'},
2.0,True,"11 21, 2016",A1Z0Y4E7QKH1YE,B013HSWF40,Joseph,"couples issues here. The first more minor one is that the light settings don't save when you turn your pc off and therefore you have to reset your light every time you turn on your pc. The second being tracking is pretty garbage which you can really tell while you play games, otherwise it works for everyday computing purposes. To bad its over priced. I don't like Razor after trying a few of their products",Not great,1479686400,,{'Style:': ' Mamba Chroma (Wireless)'},
2.0,True,"07 14, 2014",A55P6RJ2QCLVX,B0053BCP40,bob the builder,stopped playong just got bored,gets boring and repetiitve,1405296000,,{'Format:': ' Video Game'},
2.0,True,"10 23, 2011",A2PZ61NH4R16IH,B00488PZ0U,Beanboy,"WHAT did EA do to this version of Shift 2 for PC?  This could have been the best game ever, however; they completely left out the AA feature.  Looks like #&^$ and I have an Evga Nvidia 570 with a Core I7 2400k processor.  Jagged edges EVERYWHERE overlaid with this morphing effect like blurriness over the entire screen.  Someone said you have to download Nvidia Inspector or something like that and force triple buffering and vsync, bla bla bla. That's crap.  I shouldn't have to do all that for a PC game running on an up to date system.  EA DROPPED THE BALL, plain and simple.  I'll just go back to Shift 1.  And the XBOX version is EXACTLY the same!!!",Dumbed Down to Dumb,1319328000,,{'Platform:': ' PC'},
2.0,True,"03 12, 2015",ARGUL3V43ZUE,B009EWHKAI,APL,"After giving this game a 2nd try, I am changing my rating from 3 stars to 2. Having never played a Monster Hunter game I wanted to see what it was all about. I really tried to like it, but I couldn't get into it. I couldn't get some of the controls to work, like locking on a target, which makes combat extremely difficult. Trust me, I reread everything on how to do it and I couldn't get it to work. Plus if you are a casual RPG person that likes simpler RPG's, then this game isn't for you. There is so much to collect, to keep track of, etc. It just overwhelmed me and I didn't feel like learning it. If that sort of thing, like crafting armor and endless grinding to collect stuff is your thing, then this game is for you. I really tried to get into it, but I couldn't. I had about 10 hours into it before I gave up. Monster Hunter 3 might be an awesome game, but I couldn't get into it. I prefer simpler type action RPG's like Dark Souls.",not for your average gamer,1426118400,,{'Format:': ' Video Game'},
2.0,True,"06 24, 2012",A36MA2U1XT52FY,B0027437CA,Chris C.,"There's not much to say about this game.  If you like games which lead you on with the promise of finally paying off the US national debt of the course of 30 hours real world time (on the fastest speed) by making calculated choices and tough decisions, to then be blitzkrieged by the unstoppable military might of Mexico, which for some reason causes the United Nations to make almost every country declare war on you....which then causes the US to return to a greater level of national debt....then buy this game.  If you hate games which are slow, frustrating, and appear to have random mechanics, then avoid this game.  On a side note, if you play, Australia is a easy country to start.",Ugh...,1340496000,,{'Platform:': ' PC'},
2.0,False,"03 9, 2017",AWUK4FAWA188W,B00Z7V9P8K,sweetlaces,"I adore Batman and this game should be up there.  Can I please leave the Batmoblie at home? Honestly, it would have been great a few times but ""I need the car to do this""... it was too much of a crutch for the game.","it would have been great a few times but ""I need the car to ...",1489017600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
2.0,False,"06 13, 2015",A280XD44ZSZ9I8,B000YUYNTK,Usagi,Hard for me to understand,hard,1434153600,,{'Platform:': ' Nintendo Wii'},
2.0,True,"06 3, 2016",A35KWVU5UKSORR,B000F6GZTE,Amazon Customer,Is Bad,Two Stars,1464912000,,,
